105,24511,ralphchristian.com,RalphChristianWatches,https://www.facebook.com/RalphChristianWatches/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=2246245785619498,71,132182,27300
106,24647,fab.com,fab.com,https://www.facebook.com/fab.com,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=275583034348,0,46334,1472431
107,24786,thegymking.com,gymkingapparel,https://www.facebook.com/gymkingapparel/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=275837305920984,28,353320,153031
108,24876,earthmamaorganics.com,earthmamaorganics,https://www.facebook.com/earthmamaorganics/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=234988607758,0,186917,158160
109,25174,brooklinen.com,Brooklinen,https://www.facebook.com/Brooklinen,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=588785404473852,330,258252,283547
110,25264,fracomina.com,Fracomina,https://www.facebook.com/Fracomina/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=173714985974379,11,209264,261083
111,25276,theunionproject.com,theunionproject6qc,https://www.facebook.com/theunionproject6qc/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=324097364397390,120,24229,4067
112,25305,suomalainen.com,suomalainencom,https://www.facebook.com/suomalainencom/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=161353590667536,12,15361,40043
113,25404,themjewelersny.com,themjewelers,https://www.facebook.com/themjewelers,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=425471280887271,48,1117380,12176
114,25463,bape.com,BAPE.OFFICIAL,https://www.facebook.com/BAPE.OFFICIAL/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=154138414678250,0,2293101,342284
115,25494,fanfreakz.com,fanfreakz,https://www.facebook.com/fanfreakz/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=743421615801602,9,24254,94625
116,25629,giuliofashion.com,giuliofashion,https://www.facebook.com/giuliofashion/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=164984206863219,0,18341,5390
117,25730,themusiczoo.com,TheMusicZoo,https://www.facebook.com/TheMusicZoo/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=197161138033,11,51937,95295
118,25833,vessi.com,vessifootwear,https://www.facebook.com/vessifootwear/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=932729010198109,130,167333,53719
119,25862,bandolierstyle.com,bandolierstyle,https://www.facebook.com/bandolierstyle,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=473462802732520,46,78819,32141
120,26176,goodamerican.com,goodamerican,https://www.facebook.com/goodamerican,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1768795063340542,110,1891983,240202
121,26462,ripndipclothing.com,RIPNDIP,https://www.facebook.com/RIPNDIP/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=437823800173,31,1486575,98524
122,26466,ruffwear.com,RUFFWEAR,https://www.facebook.com/RUFFWEAR/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=71738198900,44,364114,117651
123,26500,golfwang.com,GOLFWANGOFFICIAL,https://www.facebook.com/GOLFWANGOFFICIAL/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=None,44,,
124,26664,diamondpaintingmonde.fr,diamondpaintingmonde,https://www.facebook.com/diamondpaintingmonde/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=111848763951658,6,None,8263
125,26678,ellipress.co.uk,jeremymarshalldesign,https://www.facebook.com/jeremymarshalldesign/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1884732481787490,0,None,None
126,26783,nuzana.com,Nuzana-112413233915878,https://www.facebook.com/Nuzana-112413233915878/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=112413233915878,6,None,50
127,26827,rhinoshield.fr,RhinoShieldFrance,https://www.facebook.com/RhinoShieldFrance/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=172397500143863,410,192724,388171
128,26922,peterdo.net,thepeterdo,https://www.facebook.com/thepeterdo,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=155669418571861,0,384178,389
129,26932,urbansophistication.boutique,UrbanSophisticationTM,https://www.facebook.com/UrbanSophisticationTM/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1244444479047844,22,232230,1675
130,27029,oduwamarketplace.com,oduwacoin,https://www.facebook.com/oduwacoin,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=2095948493986748,5,16213,10190
131,27392,ict.com.mm,ICT.com.mm,https://www.facebook.com/ICT.com.mm/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1514244588692373,0,1215,214447
132,27452,princesspolly.com.au,pollyboutique,https://www.facebook.com/pollyboutique/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=75393241556,970,2167599,434220
133,27458,cliquelyf.com,cliquelyf,https://www.facebook.com/cliquelyf/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=323988171761313,3,None,564
134,27512,wildflowercases.com,WildflowerCases,https://www.facebook.com/WildflowerCases/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=215599945220481,58,820803,28490
